iter	MultiClass
432	3.873488452e-05
433	3.864716167e-05
434	3.859800925e-05
435	3.850946503e-05
436	3.842146806e-05
437	3.833559643e-05
438	3.826018767e-05
439	3.81753182e-05
440	3.812264151e-05
441	3.803693466e-05
442	3.795338893e-05
443	3.787036648e-05
444	3.778613373e-05
445	3.77348563e-05
446	3.768376647e-05
447	3.760062498e-05
448	3.748260608e-05
449	3.740041963e-05
450	3.732029258e-05
451	3.724065649e-05
452	3.715985328e-05
453	3.707952652e-05
454	3.699967194e-05
455	3.69218333e-05
456	3.684287635e-05
457	3.676593289e-05
458	3.668785809e-05
459	3.661023552e-05
460	3.653458613e-05
461	3.6459386e-05
462	3.638463083e-05
463	3.631031638e-05
464	3.623476555e-05
465	3.616128453e-05
466	3.608823244e-05
467	3.601560527e-05
468	3.594339902e-05
469	3.586983289e-05
470	3.579842381e-05
471	3.57274246e-05
472	3.565502292e-05
473	3.558302486e-05
474	3.551316998e-05
475	3.544371122e-05
476	3.533694524e-05
477	3.529780561e-05
478	3.52275133e-05
479	3.512205202e-05
480	3.50541848e-05
481	3.498669688e-05
482	3.491784661e-05
483	3.481410485e-05
484	3.471107471e-05
485	3.464493017e-05
486	3.460747071e-05
487	3.450564e-05
488	3.443873525e-05
489	3.437218891e-05
490	3.433155126e-05
491	3.42745966e-05
492	3.421045675e-05
493	3.414666524e-05
494	3.409144586e-05
495	3.402666912e-05
496	3.396223373e-05
497	3.389813695e-05
498	3.383437607e-05
499	3.379541716e-05
